horse,track,race_number,race_date,tipster,next_best_bet,value_bet,best_bet,career_3rds,spells_secondup_3rd,career_2nds,spells_firstup_1st,spells_firstup_place,spells_thirdup_odds,spells_thirdup_1st,career_places,spells_secondup_1st,earnings,twelve_months_wins,spells_thirdup_roi,twelve_months_odds,spells_thirdup_place,twelve_months_1sts,career_1sts,career_roi,twelve_months_starts,spells_thirdup_3rd,twelve_months_2nds,spells_thirdup_win,career_wins,spells_secondup_roi,spells_secondup_starts,career_odds,spells_secondup_2nd,age_in_years,career_starts,spells_firstup_win,spells_firstup_2nd,rating,spells_secondup_win,twelve_months_roi,trainer,spells_secondup_place,spells_thirdup_starts,twelve_months_3rds,spells_firstup_starts,spells_secondup_odds,twelve_months_places,spells_firstup_odds,spells_firstup_roi,spells_firstup_3rd,spells_thirdup_2nd,money
Worthy Rival,Narromine,5,2016-10-15,2,False,False,True,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.39,0.0,42000.0,0.08,100.0,5.5,0.5,1.0,2.0,51.0,13.0,0.0,2.0,0.0,0.1,100.0,0.0,5.15,1.0,4.0,21.0,0.0,0.0,49.0,0.0,0.58,Mack Griffith,0.67,0.0,2.0,0.0,0.0,0.39,0.0,100.0,0.0,1.0,False
Flying By,Narromine,4,2016-10-15,2,False,False,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,52.0,0.0,0.0,Rae Guest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,False
The Main Man,Narromine,3,2016-10-15,2,False,False,False,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.45,0.0,11200.0,0.0,100.0,0.0,0.5,0.0,0.0,100.0,6.0,1.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,45.0,0.0,1.0,Rodney Robb,0.5,0.0,2.0,0.0,0.0,0.67,0.0,100.0,0.0,0.0,False
Our Sarastro,Narromine,2,2016-10-15,2,True,False,False,4.0,1.0,9.0,0.0,0.17,0.0,0.0,0.47,0.0,148000.0,0.17,100.0,2.83,0.0,3.0,6.0,34.0,18.0,0.0,6.0,0.0,0.15,100.0,0.0,4.48,3.0,0.0,41.0,0.0,0.0,69.0,0.0,0.53,Connie Greig,0.8,0.0,2.0,0.0,0.0,0.62,0.0,100.0,1.0,0.0,True
Bow River,Narromine,1,2016-10-15,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,999.0,0.0,1.0,Rodney Northam,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,False
Natural Achiever,Bendigo,8,2016-10-15,2,False,False,False,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.34,1.0,24600.0,0.0,100.0,0.0,0.0,0.0,2.0,25.0,4.0,0.0,0.0,0.0,0.34,0.0,1.0,2.25,0.0,4.0,6.0,0.5,0.0,65.0,0.5,1.0,Trent Busuttin & Natalie Young,0.5,0.0,0.0,1.0,2.0,0.0,2.5,25.0,0.0,0.0,False
Boys Entertainment,Bendigo,6,2016-10-15,2,False,False,False,3.0,0.0,2.0,0.0,0.4,8.5,1.0,0.27,0.0,27400.0,0.0,113.0,0.0,0.25,0.0,1.0,63.0,12.0,0.0,2.0,0.25,0.05,100.0,0.0,8.5,0.0,0.0,23.0,0.0,0.0,52.0,0.0,1.0,Damien Williams,0.0,1.0,1.0,0.0,0.0,0.25,0.0,100.0,2.0,0.0,False
Grey Silk,Bendigo,5,2016-10-15,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,23800.0,0.15,100.0,12.0,0.0,1.0,1.0,50.0,7.0,0.0,0.0,0.0,0.13,100.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,58.0,0.0,0.71,Terry & Karina O'Sullivan,0.0,0.0,1.0,0.0,0.0,0.29,0.0,100.0,0.0,0.0,False
Hetuka Zarsho,Bendigo,4,2016-10-15,2,False,False,False,2.0,0.0,5.0,1.0,0.67,0.0,0.0,0.5,0.0,51100.0,0.09,100.0,3.6,0.0,1.0,2.0,61.0,12.0,0.0,4.0,0.0,0.12,100.0,0.0,3.5,0.0,4.0,18.0,0.34,0.0,62.0,0.0,0.7,Mathew Ellerton & Simon Zahra,0.0,0.0,1.0,1.0,0.0,0.5,3.4,13.0,1.0,0.0,False
Tax Dancer,Bendigo,3,2016-10-15,2,False,True,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,4000.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,999.0,0.0,1.0,Shane Fliedner,0.0,0.0,1.0,0.0,0.0,0.25,0.0,100.0,1.0,0.0,False
Fox Hall,Bendigo,2,2016-10-15,2,True,False,False,0.0,0.0,2.0,0.0,1.0,2.5,1.0,1.0,0.0,16600.0,0.34,150.0,2.5,1.0,1.0,1.0,17.0,3.0,0.0,2.0,1.0,0.34,100.0,0.0,2.5,1.0,0.0,3.0,0.0,1.0,63.0,0.0,0.17,Tony McEvoy,1.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,False
Providential,Wodonga,6,2016-10-15,2,False,False,False,12.0,1.0,11.0,1.0,0.3,9.0,1.0,0.4,1.0,157000.0,0.0,10.0,0.0,0.5,0.0,8.0,25.0,12.0,2.0,2.0,0.1,0.11,40.0,1.0,7.3,3.0,0.0,78.0,0.1,0.0,63.0,0.1,1.0,David O'Prey,0.5,1.0,1.0,1.0,6.0,0.25,13.0,30.0,2.0,2.0,False
Staretto,Wodonga,5,2016-10-15,2,False,False,True,6.0,0.0,7.0,0.0,0.38,13.0,1.0,0.29,0.0,45700.0,0.12,117.0,13.0,0.5,1.0,3.0,48.0,9.0,2.0,1.0,0.17,0.06,100.0,0.0,9.77,1.0,8.0,56.0,0.0,2.0,43.0,0.0,0.44,Andrew Dale,0.15,1.0,2.0,0.0,0.0,0.45,0.0,100.0,1.0,0.0,False
Blaze On,Wodonga,3,2016-10-15,2,False,True,False,3.0,0.0,1.0,1.0,0.67,0.0,0.0,0.17,0.0,14100.0,0.0,100.0,0.0,0.0,0.0,1.0,89.0,15.0,0.0,0.0,0.0,0.04,100.0,0.0,3.4,0.0,0.0,31.0,0.34,0.0,31.0,0.0,1.0,Sylvia Thompson,0.0,0.0,0.0,1.0,0.0,0.0,3.4,13.0,1.0,0.0,False
Tropical Cat,Wodonga,2,2016-10-15,2,False,False,False,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,3600.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,999.0,0.0,1.0,Ciaron Maher,0.0,0.0,1.0,0.0,0.0,0.25,0.0,100.0,1.0,0.0,False
Ratunga,Wodonga,1,2016-10-15,2,True,False,False,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,4700.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,999.0,0.0,1.0,Leon & Troy Corstens,1.0,0.0,2.0,0.0,0.0,0.4,0.0,100.0,0.0,0.0,False
Rockabella Boy,Toowoomba,5,2016-10-15,2,False,False,False,0.0,0.0,2.0,0.0,0.5,2.1,1.0,0.56,0.0,32600.0,0.34,5.0,2.7,0.5,3.0,3.0,10.0,9.0,0.0,2.0,0.5,0.34,100.0,0.0,2.7,1.0,0.0,9.0,0.0,1.0,62.0,0.0,0.1,Ben Currie,0.5,1.0,0.0,0.0,0.0,0.56,0.0,100.0,0.0,0.0,True
Qabla,Toowoomba,2,2016-10-15,2,False,True,True,5.0,1.0,3.0,0.0,0.2,8.7,2.0,0.27,0.0,69400.0,0.08,248.0,13.0,0.4,1.0,4.0,28.0,14.0,0.0,0.0,0.4,0.09,100.0,0.0,8.15,0.0,0.0,45.0,0.0,1.0,57.0,0.0,0.07,Eric Singh,0.2,2.0,2.0,0.0,0.0,0.22,0.0,100.0,0.0,0.0,False
Live Fast,Toowoomba,1,2016-10-15,2,False,False,False,1.0,0.0,2.0,1.0,0.75,0.0,0.0,0.43,1.0,42100.0,0.25,100.0,3.13,0.0,3.0,3.0,33.0,12.0,0.0,1.0,0.0,0.22,5.0,1.0,3.13,0.0,0.0,14.0,0.25,1.0,65.0,0.25,0.22,Tony Sears,0.25,0.0,1.0,1.0,3.8,0.42,3.0,25.0,1.0,0.0,False
Vitalism,Geraldton,7,2016-10-16,2,False,False,False,4.0,0.0,6.0,0.0,0.34,0.0,0.0,0.49,1.0,177000.0,0.17,100.0,4.9,0.6,2.0,4.0,39.0,12.0,1.0,0.0,0.0,0.14,0.0,1.0,4.4,1.0,0.0,29.0,0.0,1.0,67.0,0.2,0.18,Sarah Childs,0.4,0.0,3.0,0.0,5.0,0.42,0.0,100.0,1.0,2.0,False
Hard And Fast,Geraldton,5,2016-10-16,2,False,False,False,0.0,0.0,3.0,1.0,0.5,8.0,1.0,0.36,0.0,29800.0,0.24,167.0,5.4,0.34,3.0,3.0,5.0,13.0,0.0,3.0,0.34,0.18,100.0,0.0,5.4,1.0,0.0,17.0,0.25,1.0,62.0,0.0,0.25,Barry Newnham,0.34,1.0,0.0,1.0,0.0,0.47,1.7,57.0,0.0,0.0,False
Red Sky Ruler,Geraldton,4,2016-10-16,2,False,False,False,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.67,0.0,17400.0,0.17,100.0,2.7,0.5,1.0,1.0,77.0,6.0,1.0,1.0,0.0,0.09,100.0,0.0,2.7,1.0,0.0,12.0,0.0,1.0,61.0,0.0,0.55,Graeme Hammarquist,0.5,0.0,1.0,0.0,0.0,0.5,0.0,100.0,1.0,0.0,False
Remember Billy,Geraldton,3,2016-10-16,2,False,False,False,0.0,0.0,3.0,0.0,0.5,0.0,0.0,0.58,0.0,15900.0,0.15,100.0,4.6,0.0,1.0,1.0,34.0,7.0,0.0,3.0,0.0,0.15,100.0,0.0,4.6,0.0,0.0,7.0,0.0,1.0,999.0,0.0,0.34,Allan Hughes,0.0,0.0,0.0,0.0,0.0,0.58,0.0,100.0,0.0,0.0,False
Gharry Wallah,Geraldton,2,2016-10-16,2,False,False,False,5.0,0.0,6.0,0.0,0.5,0.0,0.0,0.48,0.0,17800.0,0.0,100.0,0.0,0.5,0.0,0.0,100.0,8.0,1.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,999.0,0.0,1.0,Andrew Voigt,0.0,0.0,3.0,0.0,0.0,0.75,0.0,100.0,0.0,1.0,False
Recharger,Geraldton,1,2016-10-16,2,False,False,False,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,14200.0,0.2,100.0,2.4,0.0,1.0,1.0,60.0,5.0,0.0,0.0,0.0,0.17,20.0,1.0,2.4,0.0,4.0,6.0,0.0,0.0,60.0,0.5,0.52,Cliff Green,1.0,0.0,2.0,0.0,2.4,0.6,0.0,100.0,1.0,0.0,True
Baikal,Bordertown,7,2016-10-16,2,False,False,False,4.0,1.0,5.0,0.0,0.23,13.0,3.0,0.32,1.0,65200.0,0.1,388.0,8.5,0.38,1.0,5.0,11.0,11.0,0.0,1.0,0.38,0.12,84.0,1.0,9.78,1.0,9.0,44.0,0.0,1.0,56.0,0.12,0.23,Greg Lesnikowski,0.34,3.0,1.0,0.0,1.4,0.28,0.0,100.0,1.0,0.0,False
Hasta La Gorby,Bordertown,6,2016-10-16,2,False,False,True,2.0,0.0,6.0,0.0,0.25,11.0,1.0,0.44,0.0,40800.0,0.2,175.0,4.25,0.75,2.0,3.0,22.0,10.0,1.0,3.0,0.25,0.12,100.0,0.0,6.5,1.0,0.0,25.0,0.0,1.0,62.0,0.0,0.15,Sue Murphy,0.25,1.0,1.0,0.0,0.0,0.6,0.0,100.0,0.0,1.0,True
Shadows Above,Bordertown,5,2016-10-16,2,True,False,False,1.0,0.0,2.0,0.0,0.0,5.2,2.0,0.27,0.0,28900.0,0.1,247.0,8.0,0.67,1.0,2.0,45.0,11.0,0.0,1.0,0.67,0.11,100.0,0.0,5.2,1.0,0.0,19.0,0.0,0.0,55.0,0.0,0.27,David Jolly,0.34,2.0,1.0,0.0,0.0,0.28,0.0,100.0,0.0,0.0,False
Materialised,Bordertown,4,2016-10-16,2,False,False,False,1.0,0.0,1.0,0.0,0.34,8.5,1.0,0.34,0.0,24000.0,0.15,325.0,2.0,0.5,1.0,2.0,12.0,7.0,0.0,1.0,0.5,0.17,100.0,0.0,5.25,0.0,0.0,12.0,0.0,0.0,62.0,0.0,0.71,Richard Jolly,0.0,1.0,0.0,0.0,0.0,0.29,0.0,100.0,1.0,0.0,False
Vod,Bordertown,3,2016-10-16,2,False,False,False,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1700.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,4.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,999.0,0.0,1.0,Roslyn Day,0.0,0.0,2.0,0.0,0.0,0.5,0.0,100.0,1.0,0.0,False
Landowner,Bordertown,2,2016-10-16,2,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,999.0,0.0,1.0,Dion Koch,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,False
Casino Club,Bordertown,1,2016-10-16,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,6600.0,0.17,100.0,5.5,0.0,1.0,1.0,8.0,6.0,0.0,0.0,0.0,0.17,100.0,0.0,5.5,0.0,0.0,6.0,0.0,0.0,57.0,0.0,0.08,Roslyn Day,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0,0.0,0.0,True
Chicago Stomp,Wyong,8,2016-10-16,2,False,False,True,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.5,0.0,27700.0,0.17,100.0,2.7,0.0,1.0,1.0,55.0,6.0,0.0,2.0,0.0,0.17,100.0,0.0,2.7,2.0,4.0,6.0,0.5,0.0,64.0,0.0,0.55,John O'Shea,1.0,0.0,0.0,1.0,0.0,0.5,2.7,35.0,0.0,0.0,False
Echappe,Wyong,7,2016-10-16,2,False,False,False,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,43800.0,0.23,100.0,3.4,0.0,2.0,2.0,32.0,9.0,0.0,1.0,0.0,0.2,10.0,1.0,3.4,1.0,0.0,10.0,0.0,0.0,59.0,0.5,0.24,John Sargent,1.0,0.0,2.0,0.0,1.8,0.56,0.0,100.0,1.0,0.0,True
Bright Future,Wyong,6,2016-10-16,2,False,False,False,7.0,1.0,3.0,0.0,0.25,0.0,0.0,0.5,0.0,56000.0,0.1,100.0,3.1,0.67,1.0,2.0,68.0,10.0,2.0,1.0,0.0,0.09,100.0,0.0,3.85,1.0,0.0,24.0,0.0,0.0,59.0,0.0,0.69,Gerald Ryan,0.5,0.0,4.0,0.0,0.0,0.6,0.0,100.0,1.0,0.0,False
Snipes,Wyong,5,2016-10-16,2,False,False,False,2.0,1.0,1.0,0.0,0.5,0.0,0.0,0.75,0.0,13000.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,4.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,999.0,0.0,1.0,Bjorn Baker,1.0,0.0,2.0,0.0,0.0,0.75,0.0,100.0,1.0,1.0,False
Oakfield Monarch,Wyong,3,2016-10-16,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,13800.0,0.25,100.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.25,100.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,999.0,0.0,0.0,Kristen Buchanan,0.0,0.0,0.0,0.0,0.0,0.25,0.0,100.0,0.0,0.0,False
Faustus,Nowra,7,2016-10-16,2,False,False,False,4.0,0.0,4.0,2.0,0.56,0.0,0.0,0.32,0.0,185000.0,0.08,100.0,4.8,0.0,1.0,3.0,32.0,14.0,0.0,2.0,0.0,0.09,100.0,0.0,7.93,1.0,7.0,35.0,0.23,2.0,59.0,0.0,0.66,Con Karakatsanis,0.15,0.0,3.0,2.0,0.0,0.43,9.5,111.0,1.0,0.0,False
Grey Drama,Nowra,6,2016-10-16,2,False,False,False,7.0,0.0,8.0,1.0,0.29,17.0,1.0,0.41,2.0,141000.0,0.14,183.0,9.45,0.34,2.0,10.0,0.0,15.0,0.0,0.0,0.17,0.17,3.0,2.0,6.2,1.0,0.0,62.0,0.15,1.0,59.0,0.34,0.26,Steven Cummins,0.5,1.0,1.0,1.0,2.9,0.2,3.2,54.0,0.0,1.0,False
Dramatico,Nowra,5,2016-10-16,2,False,False,False,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.37,1.0,38300.0,0.28,100.0,5.7,0.0,3.0,3.0,55.0,11.0,0.0,0.0,0.0,0.28,175.0,1.0,5.7,0.0,0.0,11.0,0.5,0.0,60.0,0.5,0.55,Joseph Ible,0.5,0.0,1.0,1.0,5.5,0.37,7.0,250.0,0.0,0.0,True
Oz Picasso,Nowra,4,2016-10-16,2,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29,0.0,8900.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,7.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,999.0,0.0,1.0,Wayne Austin,0.0,0.0,1.0,0.0,0.0,0.29,0.0,100.0,0.0,0.0,False
Eagle Stryke,Nowra,3,2016-10-16,2,False,False,False,1.0,0.0,0.0,0.0,0.0,6.5,1.0,0.19,0.0,20600.0,0.0,225.0,0.0,0.5,0.0,1.0,41.0,7.0,0.0,0.0,0.5,0.1,100.0,0.0,6.5,0.0,0.0,11.0,0.0,0.0,58.0,0.0,1.0,Kerry Parker,0.0,1.0,1.0,0.0,0.0,0.15,0.0,100.0,0.0,0.0,False
The Amateur,Nowra,2,2016-10-16,2,False,False,False,3.0,2.0,1.0,0.0,0.5,0.0,0.0,0.67,0.0,37000.0,0.23,100.0,2.1,0.5,2.0,2.0,53.0,9.0,0.0,1.0,0.0,0.23,100.0,0.0,2.1,0.0,0.0,9.0,0.0,0.0,68.0,0.0,0.53,Toby Edmonds,1.0,0.0,3.0,0.0,0.0,0.67,0.0,100.0,1.0,1.0,False
Viva Lavino,Nowra,1,2016-10-16,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,19300.0,0.2,100.0,3.2,0.0,2.0,2.0,36.0,10.0,0.0,0.0,0.0,0.2,100.0,0.0,3.2,0.0,0.0,10.0,0.0,0.0,49.0,0.0,0.36,Paul Murray,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,0.0,0.0,False
Vargo,Echuca,7,2016-10-16,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.0,5900.0,0.1,100.0,31.0,0.34,1.0,1.0,138.0,11.0,1.0,0.0,0.0,0.08,933.0,1.0,31.0,0.0,0.0,13.0,0.0,0.0,999.0,0.34,1.82,David Nieuwenhuizen,0.34,0.0,1.0,0.0,31.0,0.19,0.0,100.0,0.0,0.0,False
Amenzel,Echuca,6,2016-10-16,2,False,False,True,2.0,0.0,2.0,0.0,0.67,0.0,0.0,0.43,1.0,52100.0,0.13,100.0,5.0,0.0,1.0,2.0,36.0,8.0,0.0,2.0,0.0,0.15,100.0,1.0,4.5,0.0,0.0,14.0,0.0,0.0,63.0,0.5,0.37,Shea Eden,0.5,0.0,1.0,0.0,4.0,0.5,0.0,100.0,2.0,0.0,False
Inner Strength,Echuca,5,2016-10-16,2,False,False,False,2.0,0.0,3.0,1.0,0.5,0.0,0.0,0.5,0.0,42200.0,0.19,100.0,4.37,0.0,3.0,4.0,9.0,16.0,0.0,3.0,0.0,0.23,100.0,0.0,4.08,0.0,0.0,18.0,0.5,0.0,63.0,0.0,0.18,Kym Hann,0.0,0.0,2.0,1.0,0.0,0.5,3.2,60.0,0.0,0.0,False
Praverati,Echuca,4,2016-10-16,2,False,False,False,4.0,1.0,7.0,0.0,0.4,4.8,1.0,0.52,0.0,47000.0,0.15,20.0,4.8,0.5,1.0,3.0,59.0,7.0,1.0,2.0,0.25,0.12,100.0,0.0,3.72,1.0,0.0,27.0,0.0,2.0,58.0,0.0,0.31,Gwenda Johnstone,0.4,1.0,2.0,0.0,0.0,0.72,0.0,100.0,0.0,0.0,False
Ashlor,Echuca,3,2016-10-16,2,False,True,False,0.0,0.0,0.0,1.0,1.0,2.5,1.0,0.75,1.0,49600.0,0.75,150.0,3.73,1.0,3.0,3.0,180.0,4.0,0.0,0.0,1.0,0.75,70.0,1.0,3.73,0.0,3.0,4.0,1.0,0.0,71.0,1.0,1.8,Daniel McCarthy,1.0,1.0,0.0,1.0,1.7,0.75,7.0,600.0,0.0,0.0,True
Love Magic,Echuca,2,2016-10-16,2,False,False,False,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.58,0.0,28100.0,0.29,100.0,6.35,0.0,2.0,2.0,81.0,7.0,0.0,2.0,0.0,0.29,100.0,0.0,6.35,1.0,0.0,7.0,0.5,1.0,65.0,0.0,0.81,Scott Brunton,0.5,0.0,0.0,1.0,0.0,0.58,4.7,135.0,0.0,0.0,True
Just Rewards,Echuca,1,2016-10-16,2,True,False,False,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.8,0.0,13400.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,5.0,1.0,3.0,0.0,0.0,100.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,999.0,0.0,1.0,Darren Weir,1.0,0.0,1.0,0.0,0.0,0.8,0.0,100.0,0.0,0.0,False
Desert Land,Port Macquarie,8,2016-10-17,2,False,False,False,3.0,1.0,2.0,0.0,0.5,4.65,2.0,0.31,0.0,18200.0,0.15,210.0,7.0,0.67,1.0,2.0,60.0,7.0,0.0,0.0,0.67,0.09,100.0,0.0,4.65,0.0,7.0,23.0,0.0,0.0,42.0,0.0,0.0,Terry Evans,0.25,2.0,1.0,0.0,0.0,0.29,0.0,100.0,2.0,0.0,False
Blackridge,Port Macquarie,7,2016-10-17,2,False,False,False,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.6,0.0,30500.0,0.4,100.0,4.0,0.0,2.0,2.0,60.0,5.0,0.0,0.0,0.0,0.4,100.0,0.0,4.0,0.0,0.0,5.0,0.5,0.0,52.0,0.0,0.6,Daniel Want,1.0,0.0,1.0,1.0,0.0,0.6,3.8,90.0,0.0,0.0,False
New Divide,Port Macquarie,6,2016-10-17,2,False,False,False,3.0,0.0,3.0,1.0,0.43,0.0,0.0,0.36,1.0,114000.0,0.1,100.0,2.7,0.0,1.0,4.0,60.0,11.0,0.0,1.0,0.0,0.15,53.0,1.0,2.8,1.0,7.0,28.0,0.15,1.0,66.0,0.2,0.75,Tas Morton,0.4,0.0,2.0,1.0,2.35,0.37,1.75,75.0,1.0,0.0,False
Meishou,Port Macquarie,5,2016-10-17,2,False,False,False,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.29,0.0,43000.0,0.11,100.0,4.75,0.0,2.0,2.0,62.0,19.0,0.0,1.0,0.0,0.08,100.0,0.0,4.75,0.0,0.0,25.0,0.0,0.0,51.0,0.0,0.5,Terry Evans,0.34,0.0,3.0,0.0,0.0,0.32,0.0,100.0,0.0,0.0,False
Fratellino,Port Macquarie,4,2016-10-17,2,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,7000.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,5.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,999.0,0.0,1.0,David Atkins,0.0,0.0,1.0,0.0,0.0,0.4,0.0,100.0,0.0,0.0,False
Hawaiian Rose,Port Macquarie,3,2016-10-17,2,False,True,False,1.0,0.0,5.0,0.0,0.4,0.0,0.0,0.36,1.0,65700.0,0.09,100.0,3.7,0.0,1.0,3.0,70.0,12.0,0.0,2.0,0.0,0.12,45.0,1.0,2.53,1.0,0.0,25.0,0.0,1.0,58.0,0.25,0.69,Grant Allard,0.5,0.0,0.0,0.0,2.2,0.25,0.0,100.0,1.0,0.0,False
Oakfield Time,Port Macquarie,2,2016-10-17,2,False,False,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,21700.0,0.25,100.0,2.6,1.0,1.0,1.0,35.0,4.0,1.0,1.0,0.0,0.25,160.0,1.0,2.6,0.0,0.0,4.0,0.0,1.0,58.0,1.0,0.35,Terry Evans,1.0,0.0,1.0,0.0,2.6,0.75,0.0,100.0,0.0,0.0,False
Prickles,Port Macquarie,1,2016-10-17,2,False,False,False,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.67,0.0,12700.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,6.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,999.0,0.0,1.0,Mark Schmetzer,1.0,0.0,1.0,0.0,0.0,0.67,0.0,100.0,0.0,1.0,False
Lady Jesse,Narrandera,7,2016-10-17,2,False,True,False,2.0,1.0,3.0,0.0,0.2,4.6,1.0,0.25,1.0,58700.0,0.0,8.0,0.0,0.4,0.0,3.0,56.0,9.0,1.0,0.0,0.2,0.1,20.0,1.0,4.7,1.0,0.0,32.0,0.0,1.0,47.0,0.2,1.0,George Dimitropoulos,0.6,1.0,1.0,0.0,4.0,0.12,0.0,100.0,0.0,0.0,False
Our Gladiator,Narrandera,6,2016-10-17,2,False,False,True,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6,0.0,21600.0,0.2,100.0,3.2,0.0,1.0,1.0,36.0,5.0,0.0,1.0,0.0,0.2,100.0,0.0,3.2,1.0,0.0,5.0,0.5,0.0,65.0,0.0,0.36,Jerome Hunter,1.0,0.0,1.0,1.0,0.0,0.6,3.2,60.0,1.0,0.0,False
Anotherwayout,Narrandera,5,2016-10-17,2,False,False,False,5.0,0.0,8.0,1.0,0.4,2.2,1.0,0.39,1.0,76300.0,0.07,45.0,7.0,0.5,1.0,6.0,8.0,15.0,0.0,3.0,0.25,0.13,40.0,1.0,7.53,0.0,0.0,49.0,0.2,1.0,53.0,0.2,0.53,Peter Clancy,0.2,1.0,2.0,1.0,7.0,0.4,9.0,80.0,0.0,1.0,False
Ella Violet,Narrandera,4,2016-10-17,2,False,False,False,1.0,1.0,2.0,0.0,0.34,3.85,2.0,0.72,0.0,34300.0,0.34,285.0,3.85,1.0,2.0,2.0,10.0,6.0,0.0,2.0,1.0,0.29,100.0,0.0,3.85,1.0,4.0,7.0,0.0,1.0,65.0,0.0,0.28,Jerome Hunter,1.0,2.0,1.0,0.0,0.0,0.84,0.0,100.0,0.0,0.0,False
